id,name,worker_id,worker_name,status,started_at,completed_at,total_duration_ms,input_data,output_data,error_message,error_step,parent_pipeline_id,yaml_path
PIPE-D6285E07,log_export_demo,None,worker,completed,2026-06-01T16:31:40.955954,2026-06-01T16:31:42.165287,1209.32,{"_pipeline_start_time": "2026-06-01T16:31:40.954850"},"{'_pipeline_start_time': '2026-06-01T16:31:40.954850'; 'progress_rich': <rich.progress.Progress object at 0x77efab253cb0>; 'collected': 500; 'filtered': 460; 'enriched': True; 'metadata_fields': 5; 'pipeline_start_time': '2026-06-01T16:31:40.954850'; 'pipeline_end_time': '2026-06-01T16:31:42.165135'; 'pipeline_elapsed_time_ms': 1210.2900000000002}",None,None,None,/home/william.rodriguez/Documents/wpipe/examples/16_log/pipeline_configs/log_export_demo.yaml
